"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"2387",2400,"2018-01-15","Reebok",".  athlete &amp; coach   is not buying your #CrossFitOpen excuses. Not one of them. https://t.co/sq1yi1T9hC https://t.co/ZvnvCCUSx2",124,0,0,42,6,1,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,2,1,1,1,0,0,1.4142135623731,0,3.73766961828337,1.79175946922805,1,0,0,0,2.50523606482357,0.712769843414834,0,0,"athlete amp coach be not buy you excuse not one of they",12,0.0833333333333333,0.166666666666667,0,1,0,1,1,2.21571428571429
"2388",2401,"2018-01-15","Reebok","Monday, move it or lose it. <U+0001F94A> out time! #FightForMore #MondayMotivation #BeMoreHuman https://t.co/6WaKyQN3ns",84,0,0,50,3,0,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,3,1,1,1,0,1,3.91202300542815,1.09861228866811,1,0,0,0,1.64136155971199,0.712769843414834,0,0,"monday move it or lose it ufa out time",7,0.142857142857143,0.428571428571429,0,0,0,0,1,4.71333333333333
"2389",2402,"2018-01-14","Reebok","Extremes are easy. Finding balance? Now that's hard work. #FeedYourFocus #BeMoreHuman https://t.co/qlm2qd4BLX",85,0,0,58,7,0,0,1,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,2,1,0,0,0,0,4.06044301054642,1.94591014905531,1,0,0,0,1.66295842233978,0.712769843414834,1,0,"extreme be easy find balance now that be hard work",10,0.4,0,0,1,1,1,0,6.02125
"2390",2403,"2018-01-14","Reebok","Do you want to be the best dressed of your friends? We think so. <U+0001F609> Here’s how to switch up your fashion routine: https://t.co/MmFvt8up7J",136,0,0,42,6,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,1,1,0,1,3.73766961828337,1.79175946922805,1,0,0,0,2.76439841635704,0.712769843414834,1,0,"do you want to be the best dress of you friend we think so uf here how to switch up you fashion routine",23,0.130434782608696,0.217391304347826,0,0,1,0,0,6.0295
"2391",2404,"2018-01-14","Reebok","Looking for a workout to accompany your new pair of #Nano8's? We've got you covered! https://t.co/vXcmcmpzwv  ",118,0,0,20,2,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,1,1,0,0,1,0,2.99573227355399,0.693147180559945,0,0,0,0,2.37565488905683,0.712769843414834,1,0,"look for a workout to accompany you new pair of 's weve get you cover",15,0.133333333333333,0.266666666666667,0,0,1,0,0,6.12714285714286
"2392",2405,"2018-01-13","Reebok","The <U+0001F511> to keeping your kicks fresh? Organization &amp; maintenance. Try these tips from sneaker expert &amp; owner of  's #ClosetShots  . https://t.co/WdeMlqPCjy",181,0,0,27,2,1,0,0,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,2,1,1,1,1,1,1.4142135623731,1,3.29583686600433,0.693147180559945,0,0,0,0,3.73625723460756,0.712769843414834,1,0,"the uf to keep you kick fresh organization amp maintenance try these tip from sneaker expert amp owner of s",20,0.5,0.1,0,0,1,1,0,6.01333333333333
"2393",2406,"2018-01-13","Reebok","Embrace the journey inward. It may be long, but it will be worth it. #TrustUS #DailyReminder #YogaInspo https://t.co/K1da0kBIGP",103,0,0,68,8,0,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,3,1,0,0,0,0,4.21950770517611,2.07944154167984,1,0,0,0,2.05170194963999,0.712769843414834,0,0,"embrace the journey inward it may be long but it will be worth it",14,0.0714285714285714,0.0714285714285714,0,0,0,0,1,6.14666666666667
"2394",2407,"2018-01-12","Reebok","This   athlete is calling bullsh*t on your #CrossFitOpen excuses. Here's why <U+27A1><U+FE0F> https://t.co/JYTUmZHAol   https://t.co/tv74SmZm2S",126,0,0,58,8,1,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,21,0,1,2,1,1,1,2,1,1.4142135623731,1.4142135623731,4.06044301054642,2.07944154167984,1,0,0,0,2.54842979007914,0.712769843414834,0,0,"this athlete be call bullsht on you excuse here why uaufef",11,0.272727272727273,0.181818181818182,1,0,0,0,0,5.7725
"2395",2408,"2018-01-12","Reebok","Put the latest version of the Nano to the test w/ this #Nano8 WOD programmed by   Affiliate Cup Champ  .  https://t.co/ORq5kufZ2z https://t.co/QcexNj3X5J",155,0,0,17,3,1,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,2,1,1,1,0,0,1.4142135623731,0,2.83321334405622,1.09861228866811,0,0,0,0,3.17473880628504,0.712769843414834,0,0,"put the latest version of the nano to the test with this wod program by affiliate cup champ",18,0.333333333333333,0.111111111111111,0,1,0,0,0,5.43666666666667
"2396",2409,"2018-01-12","Reebok","If you don't challenge yourself, you'll never change. If you don't change, you'll never move forward. If you're not moving forward, you're stuck in the same damn place. #DailyReminder #ChallengeYourself #BeMoreHuman https://t.co/WEUlysBIvb",215,0,0,64,30,0,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,3,1,0,0,0,0,4.15888308335967,3.40119738166216,1,1,0,0,4.4705505639524,0.712769843414834,0,0,"if you do not challenge yourself youll never change if you do not change youll never move forward if your not move forward your stuck in the same damn place",30,0.0666666666666667,0.2,0,0,0,0,1,1.67222222222222
"2397",2410,"2018-01-11","Reebok","It's not about where you've been in the past or where you're headed in the future. It's about where you are right now. #BePresent #ReebokRunning #BetterThanYesterday https://t.co/IhDuJ8gSDL",165,0,0,48,8,0,0,1,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,3,1,0,0,0,0,3.87120101090789,2.07944154167984,1,0,0,0,3.39070743256293,0.712769843414834,0,0,"its not about where youve be in the past or where your head in the future it about where you be right now",23,0.0869565217391304,0.0434782608695652,0,1,1,1,0,6.21833333333333
"2398",2411,"2018-01-11","Reebok","Gentlemen, this one’s for you! Check out how to style your joggers next time you hit the bar. https://t.co/MH4nCIbV45",117,0,0,26,4,1,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,3.25809653802148,1.38629436111989,0,0,0,0,2.35405802642904,0.712769843414834,0,0,"gentleman this one for you check out how to style you jogger next time you hit the bar",18,0.166666666666667,0.277777777777778,0,0,0,1,0,5.82625
"2399",2412,"2018-01-11","Reebok","Introducing the new #Nano8 #Flexweave. Built for your most intense WODs &amp; toughest PRs: https://t.co/gQoRnBDAno   https://t.co/gi4oRfn0rw",125,0,0,72,16,1,0,1,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,2,1,0,0,1,0,4.27666611901606,2.77258872223978,1,1,0,0,2.52683292745135,0.712769843414834,0,0,"introduce the new built for you most intense wod amptoughest pr",11,0.272727272727273,0.0909090909090909,0,0,1,0,0,6.41333333333333
"2400",2413,"2018-01-10","Reebok","Always open to a new perspective. <U+0001F504> How do you mix up your workouts? #TweetUs https://t.co/iEWMsdY6JS",77,0,0,56,3,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,1,1,0,1,4.02535169073515,1.09861228866811,1,0,0,0,1.49018352131747,0.712769843414834,1,0,"always open to a new perspective uf how do you mix up you workout",14,0.142857142857143,0.0714285714285714,1,1,1,1,0,6.04428571428571
"2401",2414,"2018-01-10","Reebok","True innovation is infinite. Discover how the innovation of #Flexweave is woven into the future of footwear and beyond through the eyes of three cutting-edge designers! https://t.co/vNRq7RUJ1B #ReebokInnovationCollective https://t.co/uUYjhTZyfs",220,0,0,67,15,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,4.20469261939097,2.70805020110221,1,1,0,0,4.57853487709134,0.712769843414834,0,0,"true innovation be infinite discover how the innovation of be wove into the future of footwear and beyond through the eye of three cuttingedge designer",25,0.32,0.04,0,0,1,0,0,6.44083333333333
"2402",2415,"2018-01-09","Reebok","Your toughest opponent is the one inside your head. Hit it where it hurts. #FightForMore #BeMoreHuman https://t.co/0vkxM0O7az",101,0,0,57,9,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,2,1,0,0,0,0,4.04305126783455,2.19722457733622,1,0,0,0,2.00850822438441,0.712769843414834,0,0,"you toughest opponent be the one inside you head hit it where it hurt",14,0.214285714285714,0.142857142857143,1,0,0,0,0,4.825
"2403",2416,"2018-01-08","Reebok","The <U+0001F511> to any Monday: poise &amp; strength. #BeMoreHuman https://t.co/BCR0vDVCwH",55,0,0,61,6,0,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,1,1,0,1,4.11087386417331,1.79175946922805,1,0,0,0,1.0150525435061,0.712769843414834,0,0,"the uf to any monday poise amp strength",8,0.625,0,0,0,1,0,0,6.00666666666667
"2404",2417,"2018-01-08","Reebok","What are your short term goals heading into the week? Whether you're striving to work out #everydamnday or just drink a little more water, we want to hear them! #BigOrSmall #GoalsAreGoals #TweetUs",196,0,0,39,6,0,0,0,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,3.66356164612965,1.79175946922805,1,0,0,0,4.0602101740244,0.712769843414834,1,0,"what be you short term goal head into the week whether your strive to work out or just drink a little more water we want to hear they",28,0.142857142857143,0.214285714285714,0,1,0,0,0,6.07461538461538
"2405",2418,"2018-01-07","Reebok","You don’t have to sacrifice style for comfort.  The new #Floatride6000 gives you the best of both worlds: https://t.co/Gxs7lZ5VFb #FeelTheFloatride https://t.co/Q6flwr07FG",147,0,0,89,10,1,0,1,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,2,1,0,0,0,0,4.48863636973214,2.30258509299405,1,0,0,0,3.00196390526272,0.712769843414834,0,0,"you do not have to sacrifice style for comfort the new give you the best of both world",18,0.166666666666667,0.166666666666667,1,0,1,0,0,5.02875
"2406",2419,"2018-01-07","Reebok","#NetflixAndChill is out. <U+274C> Here's the new way to do #CuffingSeason: https://t.co/1RqtwqWPFV",91,0,0,28,2,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,2,1,1,1,0,1,3.3322045101752,0.693147180559945,0,0,0,0,1.79253959810652,0.712769843414834,0,0,"be out uc here the new way to do",9,0.222222222222222,0.111111111111111,1,0,0,0,1,6.307
"2407",2420,"2018-01-06","Reebok","Powerlifting tips for beginners, according to expert athlete &amp; coach  .  https://t.co/l6e3GYXbNf   https://t.co/jaOJLYscqq",122,0,0,59,13,1,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,22,0,1,2,1,0,0,0,0,1.4142135623731,0,4.07753744390572,2.56494935746154,1,1,0,0,2.46204233956799,0.712769843414834,0,0,"powerlift tip for beginner accord to expert athlete amp coach",10,0.5,0.2,1,0,0,0,0,6.10857142857143
"2408",2421,"2018-01-06","Reebok","Turn your winter chores into a workout. See how   moves make their way into your daily life. https://t.co/yh6pglhLBe https://t.co/N7cngRTcXN",124,0,0,47,2,1,1,0,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,0,1,0,3.85014760171006,0.693147180559945,1,0,0,0,2.50523606482357,0.712769843414834,0,0,"turn you winter chore into a workout see how move make they way into you daily life",17,0.294117647058824,0.235294117647059,1,0,1,0,1,5.665
"2409",2422,"2018-01-06","Reebok","We don't cut corners, we sprint around them. <U+0001F3C3><U+0001F4A8> #ReebokRunning #GoTheDistance https://t.co/4qhpTdZZ35",77,0,0,55,6,0,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,2,1,2,1,0,1.4142135623731,4.00733318523247,1.79175946922805,1,0,0,0,1.49018352131747,0.712769843414834,0,0,"we do not cut corner we sprint around they ufcufa",10,0.2,0.2,0,1,0,0,1,3.0025
"2410",2423,"2018-01-06","Reebok","#CuffingSeason is back! Learn how to do it the right way with these partner workouts: https://t.co/WrvfGcAxN4",109,0,0,31,2,1,0,0,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,3.43398720448515,0.693147180559945,0,0,0,0,2.18128312540673,0.712769843414834,0,0,"be back learn how to do it the right way with these partner workout",14,0.214285714285714,0.142857142857143,0,1,0,0,0,6.2125
"2411",2424,"2018-01-05","Reebok","Every training drill has a purpose. Each one makes you stronger. Each one pushes you closer to being your best self. #DailyReminder #BeMoreHuman https://t.co/X8QA9Vckpj",144,0,0,39,6,0,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,2,1,0,0,0,0,3.66356164612965,1.79175946922805,1,0,0,0,2.93717331737935,0.712769843414834,0,0,"every training drill have a purpose each one make you stronger each one push you closer to be you best self",21,0.285714285714286,0.142857142857143,0,1,0,0,0,5.915
"2412",2425,"2018-01-04","Reebok","Just because you're snowed in doesn't mean you can't keep up with your fitness! Here are three at home workout ideas for your next snow day. https://t.co/BaRd63qfyy",164,0,0,29,6,1,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,3.36729582998647,1.79175946922805,0,0,0,0,3.36911056993514,0.712769843414834,0,0,"just because your snow in do not mean you cant keep up with you fitness here be three at home workout idea for you next snow day",27,0.259259259259259,0.111111111111111,1,1,0,1,0,5.66416666666667
"2413",2426,"2018-01-04","Reebok","Getting your workout in on a snow day is easier than you think! Check out these   movements hidden in your daily life. https://t.co/81EZZESUHh https://t.co/4lhCMqnLTH",150,0,0,69,14,1,1,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,4.23410650459726,2.63905732961526,1,1,0,0,3.06675449314609,0.712769843414834,0,0,"get you workout in on a snow day be easier than you think check out these movement hidden in you daily life",22,0.227272727272727,0.181818181818182,0,0,0,0,1,6.38
"2414",2427,"2018-01-03","Reebok","Don't let a little snow (OK, A LOT of snow) keep you from getting your sweat on! Test out these at home bodyweight workouts. https://t.co/g7PUMqIXVw",148,0,0,35,6,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,3.55534806148941,1.79175946922805,1,0,0,0,3.02356076789051,0.712769843414834,0,0,"do not let a little snow ok a lot of snow keep you from get you sweat on test out these at home bodyweight workout",25,0.32,0.16,0,0,0,1,1,4.89090909090909
"2415",2428,"2018-01-03","Reebok","Owner of  's #ClosetShots shares organization tips to optimize your sneaker collection. Read more: https://t.co/o0IFbZZPZT",131,0,0,20,2,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1,0,0,1,0,2.99573227355399,0.693147180559945,0,0,0,0,2.65641410321809,0.712769843414834,0,0,"owner of 's share organization tip to optimize you sneaker collection read more",13,0.461538461538462,0.153846153846154,1,0,0,1,0,6.22285714285714
"2416",2429,"2018-01-03","Reebok","Did the holidays completely throw off your workout schedule? You’re not alone! Here's how you can get back on track: https://t.co/mhMP2XyYSK  ",150,0,0,19,3,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,0,0,0,0,1,0,2.94443897916644,1.09861228866811,0,0,0,0,3.06675449314609,0.712769843414834,1,0,"do the holiday completely throw off you workout schedule your not alone here how you can get back on track",20,0.2,0.15,0,0,1,0,0,4.82
"2417",2430,"2018-01-03","Reebok","Grab your lucky Powerball ticket &amp; get ready to sweat w/ this workout by   instructor  . https://t.co/QANttPunUx",141,0,0,15,1,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,2,1,0,0,0,0,1.4142135623731,0,2.70805020110221,0,0,0,0,0,2.87238272949598,0.712769843414834,0,0,"grab you lucky powerball ticket amp get ready to sweat with this workout by instructor",14,0.285714285714286,0.214285714285714,1,0,1,1,1,5.91666666666667
"2418",2431,"2018-01-03","Reebok","The Powerball jackpot is growing &amp; so are our nerves. Take your mind off the stress w/ this six-move power workout. https://t.co/LT39P8eodr",143,0,0,16,4,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.77258872223978,1.38629436111989,0,0,0,0,2.91557645475156,0.712769843414834,0,0,"the powerball jackpot be grow amp so be we nerve take you mind off the stress with this sixmove power workout",21,0.428571428571429,0.0952380952380952,1,0,1,1,1,5.58363636363636
"2419",2432,"2018-01-02","Reebok","It’s time to stop the intimidation &amp; switch from jeans to joggers. Find style inspiration here: https://t.co/aF2PfNT2Uj",123,0,0,35,4,1,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,3.55534806148941,1.38629436111989,1,0,0,0,2.48363920219578,0.712769843414834,0,0,"its time to stop the intimidation amp switch from jeans to jogger find style inspiration here",16,0.5,0.125,0,0,0,0,1,5.557
"2420",2433,"2018-01-02","Reebok","Want to be up close on the action at #UFC220 in #Boston? Enter here to win #ReebokRow tickets: https://t.co/GWLrdLckFu     https://t.co/02PoMwKd4t",140,0,0,223,40,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,2,1,3,1,0,0,1.4142135623731,0,5.40717177146012,3.68887945411394,1,1,0,0,2.8507858668682,0.712769843414834,1,0,"want to be up close on the action at in enter here to win ticket",15,0.2,0.133333333333333,0,0,1,1,1,5.96428571428571
"2421",2434,"2018-01-02","Reebok","What really is powerlifting? Learn the basics from  : https://t.co/oATJyfaGxJ   https://t.co/T9zhuGPjY2",99,0,0,67,11,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,2,1,0,0,0,0,1.4142135623731,0,4.20469261939097,2.39789527279837,1,0,0,0,1.96531449912883,0.712769843414834,1,0,"what really be powerlift learn the basics from",8,0.125,0.25,1,0,0,1,0,6.29666666666667
"2422",2435,"2018-01-01","Reebok","Whether you write them down or simply visualize them, commit to sticking to your #NewYearResolutions. No matter what obstacles get in your way, make 2018 the year you #staycommitted. #YouGotThis #HappyNewYear #BeMoreHuman https://t.co/9EhCOQRii5",221,0,0,61,8,0,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,5,1,0,0,0,0,4.11087386417331,2.07944154167984,1,0,0,0,4.60013173971913,0.712769843414834,0,0,"whether you write they down or simply visualize they commit to sticke to you no matter what obstacle get in you way make the year you",26,0.153846153846154,0.230769230769231,0,0,1,0,0,4.58666666666667
"2423",2436,"2017-12-31","Reebok","The holidays can totally throw off your workout schedule, but that shouldn't keep you from getting your sweat on. <U+0001F4AA> See why squeezing in a workout is so important! https://t.co/gBkTPWtDVB",187,0,0,34,5,1,0,0,"Sunday",0,0,0,0,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,1,0,1,3.52636052461616,1.6094379124341,0,0,0,0,3.86583841037429,0.712769843414834,0,0,"the holiday can totally throw off you workout schedule but that should not keep you from get you sweat on ufa see why squeeze in a workout be so important",29,0.172413793103448,0.172413793103448,0,0,0,0,1,5.15821428571429
"2424",2437,"2017-12-30","Reebok","Attention guys: You should not be intimidated to wear joggers! Not sure how to style them? Read here how: https://t.co/QK16IXMrYy",129,0,0,42,7,1,0,0,"Saturday",0,0,0,0,0,1,2017,"December",0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,3.73766961828337,1.94591014905531,1,0,0,0,2.61322037796251,0.712769843414834,1,0,"attention guy you should not be intimidate to wear jogger be not sure how to style they read here how",20,0.15,0.2,0,1,0,0,1,3.444
"2425",2438,"2017-12-30","Reebok","Leavin' #2017 in our rearview like… #FullSpeedAhead #BringItOn https://t.co/93b5uDka0k",62,0,0,57,6,0,0,1,"Saturday",0,0,0,0,0,1,2017,"December",0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,3,1,0,0,0,0,4.04305126783455,1.79175946922805,1,0,0,0,1.16623058190063,0.712769843414834,0,0,"leavin in we rearview like",5,0.2,0.2,0,0,1,0,0,7.44
